label,category,locality,postal_code,latitude,longitude,description,ville_proche
Domaine Vincent et Sophie MOREY,Activité,Chassagne-Montrachet,21190,46.92785,4.72416,,317
A l'Atelier,Logement,Vézelay,89450,47.462662,3.7421,,419
Le Lavoir du Donjon,Site culturel,Deux Rivières,89460,47.681093,3.69013756,,434
Hôtel Villa Louise,Logement,Aloxe-Corton,21420,47.0669052,4.8603404,"A l'arrière du village d'Aloxe-Corton, la Villa Louise est une ancienne maison du 17ème siècle bordée d'un grand jardin qui se perd dans les vignes.",28
Fromagerie du Revermont,Activité,Balanod,39160,46.4570801,5.36224778,"Retrouvez comté, morbier, raclette, tomme, beurre... Espace vitrée vue cave d'affinage et vidéo sur la fabrication en cours. 
Distributeur 24h/24h.",219
Le Clos des Acacias,Logement,Givry,71640,46.7767361,4.74355518,"3 chambres couchage 140 et 2 salles de bain, dans une maison moderne avec piscine. Gîte labellisé accueil vélo",348
La Borde,Restaurant,Leugny,89130,47.684609,3.358181,,435
Halles de Nolay,Site culturel,Nolay,21340,46.9520801,4.6334194,,43
Le Tourbillon,Logement,Chilly-sur-Salins,39110,46.8918,5.86985,,223
4 AS Kebab,Restaurant,Ornans,25290,47.1032361,6.15276216,"Venez déguster nos kebabs, paninis, burgers, brochettes, tacos...",145
Musée de l'Ecole en Chalonnais,Activité,Saint-Rémy,71100,46.7662639,4.8369829,"Retrouvez votre âme d'écolier dans nos trois classes anciennes ! Animations régulières : visites guidées, ateliers familiaux, dictée du ""certif"".",391
Mellenotte Pascal,Activité,Mellecey,71640,46.811605,4.732248,,359
Les Mésanges,Logement,Ménessaire,21430,47.13427,4.14398,,57
Forestier 3 chambres,Logement,Montambert,58250,46.783951,3.693403,,227
Saveurs de Porto,Restaurant,Dijon,21000,47.34436,5.04529,,19
Le Ball Park des Deux Pirates,Activité,Pontarlier,25300,46.9099704,6.34142729,,152
Camping Ambiance Morvan,Logement,Ouroux-en-Morvan,58230,47.18614,3.945046,,231
Terroirs By Adeline,Activité,Beaune,21200,47.0283228,4.833457,"Cours de cuisine authentique et gastronomique - Cours, éducation sur le vin  et la Bourgogne viticole.",7
La Cabotte,Logement,Bussy-le-Grand,21150,47.5623001,4.5242113,,70
France Intense - Divine Bourgogne Tours,Activité,Beaune,21200,47.0423,4.83627,"Excursions privées ou en petits groupes en minibus pour découvrir notre magnifique Bourgogne ! Culture, vins et gastronomie.",7
Dégust'o Menu Pro,Restaurant,Bligny-lès-Beaune,21200,46.9919255,4.8293671,,9
Pergolas,Activité,Noyers,89310,47.6919,3.99422,,442
Gîte Studio des merles - Domaine de Fontenelay,Logement,Gézier-et-Fontenelay,70700,47.3668004,5.86699646,,281
La Basse Cour,Site culturel,Baume-les-Dames,25110,47.3379189,6.3534798,"Ancien prieuré de la Confrérie de la Croix, la Basse Cour est un monument construit au XVIIe siècle dans un style architectural remarquable.",79
Les Sept Ecluses de Rogny,Site culturel,Rogny-les-Sept-Écluses,89220,47.7417051,2.87886037,"Relier deux bassins fluviaux par un canal à écluses alimenté par un bief réservoir sur la ligne de partage des eaux, tel était l’audacieux projet.",420
"Le Rêv'terre, petite tanière blanche",Logement,La Tagnière,71190,46.7793271,4.24989697,"Mini tanière blanche de lutins, pour un séjour étoilé.",379
Les Abeilles 85 m²,Logement,Les Rousses,39220,46.488473,6.0557323,,218
Fitness pour Tous,Activité,Sancey,25430,47.293109,6.579506,Les modules sont situés proche du stade.,162
L' Arche de Noé,Logement,Auxy,71400,46.944429,4.408917,"Près d'Autun, dans un parc, se trouve une construction genre hacienda avec 2 chambres d'hôtes indépendantes.",336
Pavillon du Milieu de Loire,Activité,Pouilly-sur-Loire,58150,47.2859665,2.94953229,,253
Gîte d'Ombeline,Logement,Bonnal,25680,47.5075619,6.35421754,C’est dans une bâtisse du 18e siècle en bordure de rivière que vous serez accueillis pour un séjour nature et détente.,157
Canoë Kayak - Morvan - Lac des Settons - ACTIVITAL,Activité,Montsauche-les-Settons,58230,47.18644,4.06971,"Au plus près du lac !
Découvrez 360 hectares de pure nature.
Premièrement, installez vous dans l’embarcation à la bonne place",231
Brasserie des Belles Filles,Activité,Auxelles-Bas,90200,47.7486466,6.8273844,,501
Les gîtes de l'Huilerie,Logement,Saxi-Bourdon,58330,47.0585996,3.488257,,256
Caves d'affinage du Fort de Saint-Antoine,Activité,Saint-Antoine,25370,46.788852,6.333448,,131
Le parc de l'etang,Site culturel,Battrans,70100,47.4319775,5.64027786,"Présence d'un étang de 80 ares autour duquel s'articule un jardin de 3 ha traversé par un ruisseau.  Plantation datant des années 1972-1975, arboretum",280
Lippe Isabelle,Activité,Brochon,21220,47.240188,4.9710104,"Bienvenue à Brochon, route des Grands Crus, 10 min de Dijon, 30 min de Beaune entre Fixin et Gevrey-Chambertin.",24
L'Auditoire Royal,Logement,Châtillon-sur-Seine,21400,47.85631,4.57336,"Gîte installé dans l'ancien Auditoire Royal, qui fut durant de nombreuses années la bibliothèque municipale, prison. Monument Historique.",12
Basse vallée du Doubs,Paysage,Molay,39500,47.0113357,5.4136931,,225
Château d'Ancy-le-Franc,Site culturel,Ancy-le-Franc,89160,47.7741492,4.1618948,"Joyau de la Renaissance italienne, Ancy-le-Franc possède une importante collection de peintures murales actuellement conservées en France.",471
Bar Les Accords - Cité des Climats et des Vins de Bourgogne,Restaurant,Beaune,21200,47.0093487,4.849338,"Au 4e étage de la Cité des Climats et vins de Bourgogne à Beaune, le Bar ""Les Accords"" vous offre une vue imprenable sur la côte viticole.",7
Meublés Les Oiseaux - L'Aigrette - Studio RDC,Logement,Luxeuil-les-Bains,70300,47.8167397,6.37893229,"Dans maison calme en centre-ville avec jardin et parking, à 400 mètre à pied des thermes. 
2 F1 et un studio grand confort, terrasse ou balcon.",285
"Restauration de céramique, Atelier Tiphaine Jacquinot",Activité,Beaune,21200,46.9521839,4.63471978,,43
Au Poisson des Temps,Activité,Farges-lès-Mâcon,71700,46.5057364,4.92583865,"Découvrez notre épicerie fine spécialisée en rillettes de black-bass, carpe et truite et autres produits du terroir de qualité.",409
Sarrazin Michel et Fils,Activité,Jambles,71640,46.77269,4.70326,"Domaine familial situé au cœur de la Bourgogne en côte Chalonnaise à 30 km au sud de Beaune.
Ces origines  remontent au 17ème siècle.",348
Camping Le Village,Logement,La Motte-Ternant,21210,47.3230532,4.3305544,,57
Eglise Saint-Pierre Es Liens,Site culturel,Remilly-en-Montagne,21540,47.2925326,4.73424847,,21
La cheminée - Coquelicot,Logement,Les Moussières,39310,46.326782,5.8907,"Les gîtes La Cheminée, c’est une ancienne ferme familiale rénovée et réhabilitée pour la location de gîtes touristiques dans le Jura.",221
Le Manoir de Pimelles,Logement,Pimelles,89740,47.83978,4.17863,"Tout nouvellement restauré, le Manoir de Pimelles offre un cadre idéal pour se retrouver en famille, se reposer, visiter la Bourgogne, et se marier !",471
Le Chambouletous,Restaurant,Dijon,21000,47.31915,5.03754,Un restaurant d'insertion pour des jeunes en situation de handicap. Vous y serez accueillis dans une ambiance conviviale pleine de bonne humeur.,19
Résidence Le Sommet,Logement,Les Hôpitaux-Neufs,25370,46.7647012,6.3871255,,122
Expérience Oenologique Evasion,Activité,Santenay,21590,46.912229,4.698951,,317
Les Volets Bleus,Logement,Dornes,58390,46.713573,3.360762,,239
Au Flâneur du Lac,Logement,Cernon,39240,46.3893323,5.676365,,206
Bizot,Activité,Vosne-Romanée,21700,47.1613202,4.9576237,,44
Restaurant Le Petit Saint Léger,Restaurant,Saint-Léger-lès-Paray,71600,46.47235,4.09119,Le Petit Saint Léger vous accueille en toute convivialité pour déguster sa cuisine traditionnelle française.,370
La Verrière du Grand-Hotel,Restaurant,Bourbon-Lancy,71140,46.618143,3.768605,,313
Dégustation 3 vins au Domaine de la Cozanne,Activité,Cormot-Vauchignon,21340,46.96043,4.64155,Le domaine de la Cozanne vous invite à découvrir les vins des Hautes Côtes de Beaune au cours d'une dégustation de 3 vins.,43
La Crêperie de la Verrerie,Restaurant,Le Creusot,71200,46.80534,4.42039,"Crêpes et gaufres salées et sucrées, salon de thé.",332
Gîte n°G1898,Logement,Arsure-Arsurette,39250,46.729589,6.075214,,198
Le Montvaudi,Logement,Petitmagny,90170,47.719105,6.903983,,499
Camping Vert Auxois,Logement,Pouilly-en-Auxois,21320,47.2660935,4.5470301,,49
Le Nid des Tourterelles,Logement,Molosmes,89700,47.923897,4.001129,,471
ACTIVE TOURS/ BOURGOGNE EVASION,Activité,Beaune,21200,47.0268479,4.827633,"Depuis 2002, nous proposons des balades, circuits et séjours à vélo au cœur des vignobles des Côte de Beaune, Côte de Nuits et Côte Chalonnaise",7
Restaurant - le jura,Restaurant,Bletterans,39140,46.7465445,5.4563797,,182
"Chez Charles, une histoire de famille",Logement,Alise-Sainte-Reine,21150,47.5374375,4.4873688,,70
Lavoir de la source,Site culturel,Saint-Boil,71390,46.6463803,4.69224815,"Ce lavoir se situe au lieu dit de Collonge, à la source de la Goutteuse. La rivière fait office de bassin.",382
Musée de la Pipe et du Diamant,Activité,Saint-Claude,39200,46.3869609,5.86623167,"Une visite à ne pas manquer ! Un musée unique au monde, le lieu sanclaudien le plus emblématique.",221
Chambres d'hôtes le Jardin de Carco,Logement,Châtillon-sur-Seine,21400,47.856452,4.57377,,12
Champ des Clous,Logement,Millay,58170,46.829685,4.027696,,245
Église Saint-Eusèbe,Site culturel,Saint-Huruge,71460,46.5797832,4.56813187,"L'église Saint-Eusèbe date  du XIe s., avec l’ajout d’une chapelle sud à la fin du XVe et au XVIe, et d’une chapelle nord au XIXe. Inscrite MH 1950.",382
Comptoir à pizzas,Restaurant,Arbois,39600,46.90296,5.77322,"Pizzas maisons, à base de produits frais, sur place ou à emporter.  Nous travaillons de façon artisanale une pâte dont la recette est secrète.",178
Les Chalets à la Ferme,Logement,Lent,39300,46.74412,5.97631,"Carte chasse. Sur une exploitation agricole. Produits de la ferme, randonnées pédestre, VTT, raquettes su place, ski de fond à 10 km. Commerces à 8 km",184
Fromagerie de Frasne,Activité,Frasne,25560,46.854684,6.156591,"Vente de Comté, Morbier, Raclette et Mont d'Or fabriqués sur place. 
Visite de la fromagerie sur RDV.",112
Madelin-Petit,Activité,Héry,89530,47.742822,3.6531111,,458
Jardin des Bords de Bourbince,Site culturel,Paray-le-Monial,71600,46.4507966,4.11729238,"Ce jardin, planté d’arbustes variés, offre une vue nouvelle de la basilique.",370
Rêv'artrire,Activité,Nolay,21340,46.9518595,4.6335319,"Atelier-galerie : exposition permanente des œuvres de 2 artistes, Geneviève Guérard-Defaux et Philippe Guérard-Defaux.",43
Domaine Courbet,Activité,Nevy-sur-Seille,39210,46.7389742,5.63236561,Visite et dégustation sur rendez-vous.,197
Chez Mijo,Logement,Pouillenay,21150,47.51353,4.47515,"Maison de campagne dans corps de ferme, calme et très bien située avec beaucoup de verdure et tout près des commerces et lieux touristiques.",70
Monique BIZE-SABRE,Logement,Baubigny,21340,46.9902258,4.6909376,"Le gîte ""Chez Monique"" est un appartement neuf situé dans une maison indépendante, avec accès indépendant et parking sur place, adapté aux PMR.",43
Code39 escape game mobile,Activité,Asnans-Beauvoisin,39120,46.94991,5.41122,"Coffres escape game mobile, en location ou en prestation. Jouer dans votre salon, votre gite, votre entreprise... Plusieurs aventures disponibles.",187
Gîte du Clos Fraga,Logement,Scey-sur-Saône-et-Saint-Albin,70360,47.6619889,5.96464751,Envie de calme ? Un petit nid douillet vous attend à Scey-sur-Saône au cœur d'une exploitation agricole produisant des fraises et des framboises.,303
Appartement en résidence - R523GOU00,Logement,Les Rousses,39220,46.4652678,6.0722044,,218
Le Potager des Marais,Activité,Marandeuil,21270,47.346996,5.34619,,39
Gite Fée Grenouille,Logement,Martigny-le-Comte,71220,46.4953149,4.35365273,Au beau milieu des bocages de Bourgogne se trouve un ancien moulin au bord de L’Arconce : le gîte de La Fée Grenouille,322
Restaurant La Closerie - Maison Philippe le Bon,Restaurant,Dijon,21000,47.3184141,5.0380269,,19
Fruitière des Pâturages de Nozeroy,Activité,Rix,39250,46.7674734,6.05525542,"Large sélection de produits régionaux : boissons, Comté, Morbier, Mont d'Or ou encore Petit Mournier...",198
